,Filename,Main Frequency,Mean,RMS,Peak,Crest Factor,Form Factor,Kurtosis,Entropy,Skewness,Total Energy
0,2004.02.12.11.22.39,230.46875,0.4748377646169354,0.4795782404793249,1.0,2.0851654966675057,1.0099833589820173,1.8624281531683415,4.841347556869465,0.07741403699777248,4710.303513420701
1,2004.02.12.12.02.39,230.46875,0.4582032939554498,0.4644559795144031,1.0,2.153056573941663,1.0136460947388153,1.4615057334105144,4.968049178453672,0.006299301331644523,4417.932429448881
2,2004.02.12.10.42.39,19013.671875,0.47350956663250177,0.4796678198184339,1.0,2.0847760860391356,1.0130055517773977,1.3952499379815348,4.9634505140961975,-0.02385357613917011,4712.063331724689
3,2004.02.12.12.32.39,984.375,0.4914584594625927,0.4989387413979029,0.9999999999999999,2.004254063731847,1.0152205782427468,1.1545225133803472,5.085761790823863,-0.014968726746659715,5098.288489834976
4,2004.02.12.12.42.39,230.46875,0.4828412960737179,0.48927668357742926,1.0,2.0438333433106415,1.0133281630134818,1.5414655991864707,4.981012751522508,0.05491531956836123,4902.74146493497
5,2004.02.12.13.22.39,985.3515625,0.4378717678176698,0.44188834537843785,1.0,2.263015104287463,1.0091729539467376,2.366988657907565,4.719687440324023,0.058150246093291474,3999.0335443208924
6,2004.02.12.13.02.39,984.375,0.4793504250425323,0.48518314584483946,1.0,2.0610773654528343,1.012167968353819,1.3682988461680416,4.932788262928318,0.024804174649864896,4821.046989043604
7,2004.02.12.12.52.39,984.375,0.4944660983120438,0.5002207194461874,1.0,1.9991175117798727,1.0116380499164415,1.215237462759628,4.935372422881501,0.004041749262303334,5124.521331983591
8,2004.02.12.13.12.39,984.375,0.4394263675283595,0.44395249225712113,1.0,2.2524932677274765,1.0103000754238298,2.072459026087736,4.783619721741109,-0.03876286524704653,4036.481339009212
9,2004.02.12.13.52.39,984.375,0.4256310507837685,0.4310423694246685,0.9999999999999999,2.3199575515853454,1.0127136369184895,1.9139070690457842,4.862164914552581,0.05765100360906282,3805.13329641948
10,2004.02.12.13.42.39,19013.671875,0.5038182381610902,0.5071013002656531,1.0,1.9719925771756728,1.0065163621637556,2.4550670432878388,4.69224269782382,0.02697376542205231,5266.467404413257
11,2004.02.12.11.02.39,984.375,0.4776279091651718,0.48098161367974607,1.0,2.079081552306143,1.0070215840620287,2.682779117744171,4.680278355342327,0.03355008488846749,4737.911044054476
12,2004.02.12.11.12.39,984.375,0.5078110184078166,0.5127379833646624,1.0,1.9503138687675377,1.009702359299516,1.5783946520336114,4.905337342787066,-0.0028921584715920633,5384.196906697949
13,2004.02.12.11.52.39,985.3515625,0.44221531740531395,0.44677929681814793,1.0,2.238241581742381,1.0103207176079132,2.3845540569234336,4.7865325875506315,0.03416131914349666,4088.048436537728
14,2004.02.12.12.12.39,19013.671875,0.49752295483117825,0.5050778111923644,1.0,1.9798929547889783,1.0151849402883324,1.1014436437540738,5.166180737852022,0.0613197848706539,5224.5216329496525
15,2004.02.12.13.32.39,19767.578125,0.48840503390330187,0.4948179788086058,1.0,2.0209451613050566,1.0131303824902296,1.1526700310009694,4.971767316875231,0.08359588989286165,5014.422162477749
16,2004.02.12.11.42.39,19767.578125,0.5005149836376859,0.5052025518149658,1.0,1.9794040952632748,1.0093654902061298,1.4448963659987752,4.880503766246524,0.001465627477612944,5227.102584020033
17,2004.02.12.10.52.39,19013.671875,0.4563144508526033,0.46076728058837796,1.0,2.170292991991635,1.0097582483470657,2.6399478626566744,4.787423590498014,0.05656066631935092,4348.036850909369
18,2004.02.12.12.22.39,985.3515625,0.4552209357856583,0.45991924791986466,1.0,2.174294736571316,1.0103209491586709,1.6360985486862392,4.823227760030698,0.10483367184473955,4332.046635154922
19,2004.02.12.11.32.39,984.375,0.4437073434595725,0.4486667190862968,1.0,2.2288258911569936,1.0111771321791887,1.8220329786922909,4.837023433494333,0.14561675932802362,4122.661372224757
20,2004.02.12.10.32.39,984.375,0.46352587032219494,0.4669044195216689,1.0,2.1417659764807393,1.0072888039606624,3.213074668222573,4.665599335577329,0.2048397164096924,4464.634613122387
21,2004.02.12.16.22.39,984.375,0.4321913928264605,0.43793584420499465,1.0,2.2834394883007274,1.0132914525228427,1.42650240834256,4.9013010773550265,0.022983512193418532,3927.8142185378065
