,Filename,Main Frequency,Mean,RMS,Peak,Crest Factor,Form Factor,Kurtosis,Entropy,Skewness,Total Energy
0,2004.02.12.11.22.39,985.3515625,0.48911691989391615,0.5021097853205085,1.0,1.9915963186450876,1.0265639255117374,0.14940733837719256,4.537774860633384,0.012741574472743,5163.299563819155
1,2004.02.12.12.02.39,985.3515625,0.4609664385034405,0.47203751484428297,1.0000000000000002,2.1184756900728177,1.0240170984611927,0.20610664754092145,4.534462929474726,0.02968552645873136,4563.341627809109
2,2004.02.12.10.42.39,984.375,0.47116382550993724,0.4854970923769141,1.0,2.0597445704652197,1.0304209832990978,0.10753933160081797,4.545819924214972,0.0015824146174220704,4827.288098947847
3,2004.02.12.12.32.39,984.375,0.4799553051329496,0.49466533455006384,0.9999999999999999,2.0215687863180807,1.0306487484559412,0.04491899115284825,4.520375886368644,-0.033690120338113666,5011.328884849184
4,2004.02.12.12.42.39,984.375,0.512874729684454,0.5244361574993762,1.0,1.906809791239822,1.0225424009914377,0.1023836811066241,4.549292811798817,0.0034770499788119255,5632.681641834713
5,2004.02.12.13.22.39,985.3515625,0.4696849002773038,0.47889072789842696,1.0,2.0881590345012917,1.0196000076129508,0.2029543008346235,4.522976957176336,-0.03361214881046012,4696.808023389905
6,2004.02.12.13.02.39,19013.671875,0.4530648270504182,0.46496352700205373,0.9999999999999999,2.1507063284032233,1.026262687459319,0.19387118398007352,4.549768552864025,0.037061098882882594,4427.593347936042
7,2004.02.12.12.52.39,984.375,0.5010384988464764,0.5162197646016382,1.0,1.9371594591533905,1.0302995993124542,0.07990004520874061,4.538458743424021,0.010891921292745866,5457.568673082795
8,2004.02.12.13.12.39,984.375,0.5161160786946615,0.525229895371887,1.0,1.9039281823285283,1.0176584629959133,0.2139803382727128,4.547324551173919,-0.020015572191710088,5649.7447524836025
9,2004.02.12.13.52.39,19013.671875,0.4798620786889597,0.4939999521357034,1.0,2.0242916941119393,1.029462368615103,0.15035076952771398,4.532743522409687,-0.0440527948215497,4997.856311502383
10,2004.02.12.13.42.39,984.375,0.5088513073620495,0.5235409550747312,1.0,1.9100702443751667,1.0288682518844938,0.08156366142840454,4.522946546300549,-0.015972648918383476,5613.468295998702
11,2004.02.12.11.02.39,984.375,0.5021765207279625,0.5051370108620035,1.0,1.9796609206946159,1.005895317705713,0.8061900787493541,4.553723190211781,-0.036327097019574574,5225.746426728443
12,2004.02.12.11.12.39,984.375,0.4589855528714365,0.4755738955930133,1.0,2.102722645768977,1.0361413177774317,0.13895379679433306,4.5600947512318495,0.019007516695882576,4631.972457871652
13,2004.02.12.11.52.39,985.3515625,0.5879010568615349,0.5963745807280668,1.0,1.6767984959707347,1.014413180190162,0.1598373115450955,4.5429638513477935,0.00834265196700415,7283.970878230066
14,2004.02.12.12.12.39,984.375,0.45541748046874997,0.4668456714846535,0.9999999999999998,2.1420354971265327,1.025093878706941,0.17440896332483513,4.535124778024961,0.03617248963898342,4463.51116255144
15,2004.02.12.13.32.39,984.375,0.48542182736280487,0.5007999451140527,1.0,1.9968053306640419,1.0316799057734876,0.09220798171258604,4.537750429227835,-0.00042872143229662825,5136.395981337358
16,2004.02.12.11.42.39,984.375,0.4926973041735197,0.5074844600712095,0.9999999999999999,1.9705036876590887,1.0300126584262415,0.2097910046693472,4.53618625409153,-0.01714885977574344,5274.428973337949
17,2004.02.12.10.52.39,984.375,0.48039919831031985,0.48725489688723556,1.0,2.052313904669547,1.0142708368395053,0.25723641276594833,4.5447649059209985,0.0704490604652978,4862.3070113912945
18,2004.02.12.12.22.39,984.375,0.5410358330754951,0.5517734204487046,1.0,1.8123381136894843,1.0198463516033165,0.11005504146137568,4.523070392989688,0.0015078217586130217,6235.216025879817
19,2004.02.12.11.32.39,984.375,0.4695068359375,0.48541564042722424,1.0,2.060090192231712,1.0338840742498625,0.10779375483252851,4.550254580554045,-0.019774749352838066,4825.668484533704
20,2004.02.12.10.32.39,984.375,0.55574184559628,0.5677882445091743,0.9999999999999999,1.7612199788751384,1.0216762495182798,0.06595905114862699,4.494222367249752,-0.022080008834998086,6602.4138875455465
21,2004.02.12.16.22.39,984.375,0.5536580005503913,0.5642263717457404,1.0,1.7723382849085154,1.0190882660141154,0.19588019455594408,4.536848341261476,0.007256396328296608,6519.836642782463
22,2004.02.12.16.32.39,984.375,0.5312522585696586,0.5451700986346368,1.0,1.8342898895307571,1.0261981758015497,0.03349869592773436,4.537959297813851,-0.04654746829074362,6086.869738399737
23,2004.02.12.17.02.39,985.3515625,0.4929112390494246,0.5069031897580245,0.9999999999999999,1.9727632814410978,1.0283863495090582,0.09751879968846033,4.555071705881268,-0.014065127951286656,5262.353280754888
24,2004.02.12.16.42.39,984.375,0.5261851649130544,0.5383257493858575,1.0,1.8576113090277364,1.023072836868765,0.16009826379715975,4.553054001943648,0.029414747194056116,5934.993663013787
25,2004.02.12.14.52.39,19013.671875,0.5041456551387392,0.5179584450187642,1.0,1.9306568115976424,1.027398411033065,0.09495604516366063,4.530753775966817,-0.003805751349073534,5494.393871692926
26,2004.02.12.15.32.39,984.375,0.49557990771812077,0.5102635769302315,1.0,1.9597714695139417,1.0296292666095386,0.07349511847943813,4.515553900565716,-0.03965269856902008,5332.355439444671
27,2004.02.12.15.42.39,984.375,0.499076085161205,0.5132867845719673,1.0,1.9482286122638157,1.0284740139495407,0.14350027256484532,4.559563891181231,-0.0015947123342297978,5395.728859468373
28,2004.02.12.15.22.39,984.375,0.4792098915642077,0.48963342958807843,1.0,2.042344210119161,1.0217515084879547,0.23456109917488588,4.530256755824501,-0.038156660080356994,4909.893537181364
29,2004.02.12.14.42.39,984.375,0.5105550617514971,0.5223955748871554,1.0,1.9142581753607193,1.0231914518583725,0.12719390010867837,4.536182457146786,-0.03415577673177505,5588.933358831239
30,2004.02.12.14.02.39,19013.671875,0.4599697618599398,0.47312221987596803,1.0,2.1136187606283983,1.0285941796757352,0.16426128812714325,4.5303332930530855,-0.020351081885163578,4584.338123578652
31,2004.02.12.15.12.39,19013.671875,0.5269873423926159,0.53760824374859,1.0,1.8600905243328922,1.0201539970727822,0.12458150930044898,4.529192825362566,-0.02516093862966751,5919.183334327158
32,2004.02.12.17.12.39,984.375,0.5181862292429392,0.5313730115323115,1.0,1.8819171811460966,1.0254479597202688,0.13207301349276435,4.549858327039456,-0.02355037964734308,5782.677040843122
33,2004.02.12.14.32.39,984.375,0.48980095555635017,0.5063020653224102,1.0,1.9751055120883338,1.0336894193015955,0.13583281823784965,4.54665727548827,-0.04505706061631041,5249.879682042635
34,2004.02.12.16.12.39,985.3515625,0.4920041784775996,0.5071073362792483,1.0,1.9719691048786778,1.030697214500052,0.11426623085635113,4.537677044741238,-0.012743890886937887,5266.592778408645
35,2004.02.12.14.12.39,19013.671875,0.5165414396129893,0.5256268318640418,0.9999999999999999,1.902490396948874,1.0175888932703243,0.22840644374571983,4.521477837595944,-0.01973336739390488,5658.2874393688
36,2004.02.12.15.52.39,985.3515625,0.5339720403691203,0.5425877209616057,1.0,1.8430199603996595,1.0161350781335472,0.17591257833775575,4.5320564201101945,-0.061092353250106896,6029.341387536574
37,2004.02.12.16.02.39,19012.6953125,0.5309153201395296,0.5408359907394392,0.9999999999999999,1.84898937408508,1.0186859753779611,0.15277064751953207,4.542875603856487,-0.015166574970166807,5990.473090644189
